,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,attribute_21,attribute_22,attribute_23,attribute_24,attribute_25,attribute_26,attribute_27,attribute_28,attribute_29,attribute_30,attribute_31,attribute_32,attribute_33,attribute_34,attribute_35,attribute_36,attribute_37,attribute_38,attribute_39,attribute_40,attribute_41,attribute_42,attribute_43,attribute_44,attribute_45,attribute_46,attribute_47,attribute_48,attribute_49,attribute_50,attribute_51,attribute_52,attribute_53,attribute_54,attribute_55,attribute_56,attribute_57,attribute_58,attribute_59,attribute_60,Discrimination,Difficulty,Guessing
attribute_23,-0.14658951376804777,-0.22891524365162377,-0.0009709349954101736,0.030145096186375828,0.14453752411379753,-0.10708060524770066,-0.2710881719899211,-0.23388772617551576,-0.29267022417284605,-0.18000950790591433,-0.048167567810289566,-0.06702845879705972,-0.10371414828700336,-0.17836540733932485,-0.17588685335693818,-0.11972473264508657,0.054880375449985176,0.1306010395547452,0.15637519280453857,0.12847770037530304,0.30228733726588397,0.8202837126843041,1.0,0.893387108864597,0.6927981469663917,0.4743152419428969,0.4053330279903667,0.18031008291369538,-0.025108012201496485,-0.19821474223902846,-0.18013702183880315,-0.17070505723301224,-0.19603337865544546,-0.27883859129699723,-0.26020623366026663,-0.1930918189051891,-0.1758607503319737,-0.30842945671520716,-0.3448732624537644,-0.31113352701348745,-0.24927993217512426,-0.17165759907974565,-0.15351204318943446,-0.16745609520478955,-0.19925629382646548,-0.23963663959250556,-0.14847947100842568,-0.23059516415709588,-0.19346688969984838,-0.2780902604970463,-0.18977365126290613,-0.2025724874899868,-0.18753140678328298,-0.005013463371107475,-0.298540787383354,-0.16766481423396773,-0.1920722898990035,-0.29331978782566026,-0.010578259595711993,-0.16111640270969532,0.10192945890783643,-0.25322786757238547,-0.3372254721485667
attribute_24,-0.26445741306885545,-0.25437487938409975,-0.09879423172248523,-0.12598830054731083,0.011954164809268765,-0.09205740513923558,-0.15794769835165878,-0.17589945421338007,-0.3244785861356655,-0.25953677338003295,-0.17724656696257754,-0.22614101686463103,-0.24842188779704158,-0.2640863479653446,-0.23775685717164918,-0.22624477238113092,-0.16306523333646925,-0.1090003272229151,-0.08519846409487875,-0.08168244299056045,0.11074784930181392,0.6152374241566558,0.893387108864597,1.0,0.8429629297939581,0.6254768544257044,0.5534420780881166,0.32606112921897035,0.09274261209908737,-0.06786740102272824,-0.06878570098059086,-0.12356629101628398,-0.20393219604220458,-0.2956570046121609,-0.24608791022989196,-0.1422983662959532,-0.2131532798377056,-0.34130441235775966,-0.3488620776030784,-0.2814261967013838,-0.2395943961171453,-0.21948629560185434,-0.16688003758550457,-0.15541065878548624,-0.21579499318656878,-0.23930202436849285,-0.11069369553870674,-0.15946490461156032,-0.12299776318311324,-0.27385250997003957,-0.16129009364216465,-0.2462524171112614,-0.3152134761211859,-0.05040725568523975,-0.3830058484168493,-0.22949998098000063,-0.17454305742892723,-0.3646904428379627,-0.04036583920033542,-0.15039734433813984,0.18001367026384058,-0.06627976440062709,-0.14248192330609985
attribute_25,-0.4491020177918378,-0.4726748943317255,-0.3033507859472291,-0.268300502163242,-0.15449372507061945,-0.19668603014972827,-0.24486637410559534,-0.32559067878285836,-0.3581625318842164,-0.29564840643078566,-0.2749217839879699,-0.30011013027660927,-0.30182648849343274,-0.3724394742532309,-0.3887877753449418,-0.388214634263552,-0.312797375144713,-0.24202528062566597,-0.25256284886213237,-0.21133506912776887,0.0025162710522347717,0.45609982944766736,0.6927981469663917,0.8429629297939581,1.0,0.8880324300025724,0.789196439513893,0.571219700107223,0.2681727458255931,0.0361347817115632,-0.03637937472245076,-0.09624668330807012,-0.22463974224457714,-0.35635575431891053,-0.2952377156145747,-0.1770209843812434,-0.22581288581661374,-0.3816800592243468,-0.372075024390107,-0.31214426733194456,-0.3078399471424957,-0.32332120359273797,-0.22394996001652778,-0.14831385094926836,-0.2535788198261002,-0.2873333081485883,-0.1690132300426687,-0.22368809150715507,-0.22492284303144314,-0.34866681641676645,-0.2749778175031381,-0.38739926723062523,-0.39084324098105966,-0.17738503783033022,-0.46122624460755074,-0.23958425472350384,-0.18691735318485525,-0.4263337773139859,-0.17531726109267015,-0.16204693289594727,0.2644359839137997,-0.023966649591585093,-0.013550526936027448
attribute_26,-0.4136764704234979,-0.4678928858118428,-0.3966473965274441,-0.3441974928437093,-0.2298036106055063,-0.20981489547287388,-0.23770200542455802,-0.3670524712770096,-0.29416398317927184,-0.23912680449757165,-0.27006605817732465,-0.35541016759564525,-0.33271345104838385,-0.4266595877606758,-0.48347194546392597,-0.49269555763377304,-0.4256715104592987,-0.3838300186899566,-0.3846661141771211,-0.3117496706274714,-0.11234879598296836,0.25936053917635965,0.4743152419428969,0.6254768544257044,0.8880324300025724,1.0,0.9220714483231538,0.6924024770299116,0.4197572438779667,0.1389063589858648,0.008545152345240817,0.00371401438894738,-0.11095344498978073,-0.2738373216520781,-0.2394913947352391,-0.12728272047210196,-0.20414793939440418,-0.36830928903060317,-0.3167314233626575,-0.29033880257247835,-0.3705503149662596,-0.34504458331764704,-0.1981432200705675,-0.05182587244234709,-0.15033920364240552,-0.19033519341175478,-0.14537517050080415,-0.1845512349158519,-0.18168867665730834,-0.293952557359015,-0.248633012294636,-0.3988070185834769,-0.4037308350828414,-0.2702281445888287,-0.54040315688447,-0.33882322196790776,-0.3125879760851554,-0.4401822348180581,-0.2594407971002199,-0.21190799342409827,0.3440542323770177,0.006277751618074656,0.013577413318377049
attribute_27,-0.5029394304898024,-0.4504791608043384,-0.40107473206909017,-0.35217924481012886,-0.21983717493933716,-0.12184384566471226,-0.15076246265763266,-0.30258327179365596,-0.23486038235546064,-0.20182864749267174,-0.25360049714255795,-0.31197693188527903,-0.32066125763605086,-0.4530408144354686,-0.5227841647061673,-0.520144440091017,-0.46314075047088904,-0.44954114464169664,-0.42680732789104914,-0.4141029546995896,-0.24989537658785568,0.1575483028917406,0.4053330279903667,0.5534420780881166,0.789196439513893,0.9220714483231538,1.0,0.8276504128917098,0.5161051139467279,0.2492059136348117,0.17470126561977548,0.17834346860139538,-0.047166086219686605,-0.27438530562828706,-0.22155673963659064,-0.0931618691638602,-0.1448874425774891,-0.3140921667038684,-0.29223510567878797,-0.3038528226477506,-0.3121357077777793,-0.2780295401925808,-0.1104987947827103,0.06833442176056938,-0.05893938438634913,-0.12569211075525646,-0.03266630488667008,-0.09013458392930414,-0.09025942131031985,-0.23738072779379182,-0.13797514931039487,-0.29495241966739405,-0.4088676773827266,-0.3193540777029541,-0.5770720767660436,-0.36864623674675057,-0.2808050666480818,-0.3917915081256389,-0.19955902088421723,-0.19340719511480747,0.37649203970184725,-0.003896901542914771,-0.043778620514700536
attribute_28,-0.3868406599221947,-0.2695226480696128,-0.4286150835852727,-0.3394378461960979,-0.2675445467797438,-0.07294017064194311,-0.055957971161347514,-0.1538989394265005,-0.055852242780418525,-0.0919856147144041,-0.1896661742578947,-0.24307513633597852,-0.29611957472742795,-0.4858516051280595,-0.5458052945204792,-0.5663022294198748,-0.561715221967301,-0.5798664485247722,-0.5497305704177587,-0.4876093025970921,-0.29903663583063317,0.004509264901722411,0.18031008291369538,0.32606112921897035,0.571219700107223,0.6924024770299116,0.8276504128917098,1.0,0.8333711944183877,0.5943046632469626,0.4381973236971802,0.3632081180360074,0.11618938561276504,-0.10319494418538493,-0.10764194318600531,-0.08282723232911549,-0.1526932658796064,-0.20935417629076347,-0.2105921962724348,-0.3080347218039706,-0.18567795031097867,-0.15651868213230283,0.03026743522914792,0.22830336589129369,0.11261678024851504,0.048079502434766476,0.12213741267244607,0.07287814384382614,0.01932815648028117,-0.03230602011569867,0.011833436440734547,-0.1292161906590787,-0.23961108395341554,-0.2750875697428048,-0.5351149784455761,-0.2511785043385827,-0.1799641178068233,-0.3713445711916192,-0.2944154202624877,-0.1882830396766187,0.348082432490011,0.07598149214382488,0.09860437494483228
attribute_29,-0.23145603084980035,-0.13260165046832653,-0.4211780417386774,-0.42029072714930715,-0.34110979631380406,-0.1269633317936471,-0.09880662905950063,-0.13590921380888324,-0.017916417191852187,-0.10907210951971871,-0.2168294447749646,-0.25098391075830245,-0.35190784106052253,-0.5130641843613469,-0.5417524309541839,-0.5771079005547045,-0.5979347480106845,-0.6135209897285421,-0.5755741352566115,-0.4619778730129845,-0.34180895232748587,-0.1748962437088841,-0.025108012201496485,0.09274261209908737,0.2681727458255931,0.4197572438779667,0.5161051139467279,0.8333711944183877,1.0,0.8415784367810237,0.573938815131207,0.4405234609673804,0.36132886404941944,0.20060970851652157,0.06615406501689218,0.021220503459470002,-0.08289842811245639,-0.12909612544824242,-0.15367848648090546,-0.23123497490866116,-0.04027957898928161,-0.014001758801972871,0.0877233218466852,0.23538529712708095,0.16345945312218457,0.17522582879246112,0.20678926281038618,0.15250677060875525,0.0873131304772864,0.07469404483625336,0.03514977355989086,-0.10362249163807197,-0.16500518880199508,-0.31465811675976685,-0.4387015287914228,-0.24060535164352154,-0.188133555714145,-0.3603874779083897,-0.4408358359971089,-0.24908874816572174,0.40759647466933785,0.04574474609033774,0.22088526268506165
attribute_30,-0.08886226847639336,0.041974360980713124,-0.29580629042931894,-0.378665970903785,-0.31854132465882695,-0.08872624830095191,-0.018152251308239997,-0.016296027815946676,0.14725458710666517,-0.027851803201501924,-0.21926085403034512,-0.3062255300086804,-0.4184728307442326,-0.4493367777481424,-0.4104922256928752,-0.46641534202472895,-0.5433109297832337,-0.5608329376539644,-0.503405175788585,-0.3826357149364313,-0.32980572386607904,-0.3047345336702213,-0.19821474223902846,-0.06786740102272824,0.0361347817115632,0.1389063589858648,0.2492059136348117,0.5943046632469626,0.8415784367810237,1.0,0.778043666607404,0.574325980285389,0.5127449172020819,0.43741712201473887,0.3289627497439599,0.23753112270404517,0.16388667494374465,0.15614965567937455,0.03305253680885103,0.028612140137607947,0.2201819821776014,0.12321758189546823,0.1442307679533165,0.2772887963522154,0.29389357681397643,0.32876187031392345,0.34282000615289077,0.24575760774088184,0.16927299963190312,0.2392291544278353,0.06747373531482981,0.06759733823596897,-0.054914357015795126,-0.22029942042315992,-0.3155517392405039,-0.11405241437132835,-0.026444992374910485,-0.24867184863383487,-0.41844628395499567,-0.2363801826763378,0.35288811145401183,0.05209328184397156,0.22437189591365828
attribute_31,-0.08017380276096597,0.07742194511104153,-0.14660539856254934,-0.30122247268536445,-0.2219485438547443,0.16063775339727052,0.1225502543021399,0.11178393560545062,0.21891169088374898,0.029161028944330453,-0.10981495028574709,-0.14870383636540954,-0.20810312086301302,-0.30363648765755263,-0.2948598427048003,-0.32014340536613384,-0.3872619081767821,-0.42995550649557995,-0.48770385021782753,-0.5119950793032791,-0.5414852518938514,-0.38079565845393754,-0.18013702183880315,-0.06878570098059086,-0.03637937472245076,0.008545152345240817,0.17470126561977548,0.4381973236971802,0.573938815131207,0.778043666607404,1.0,0.8701341072624418,0.5986384407099662,0.41854998083357786,0.2984314199227173,0.16994580143238955,0.0913499626386152,0.09857554477302083,-0.017872549711307754,0.00018964916397731622,0.25210843659569543,0.13814368060186474,0.13444100929142191,0.26677976647794116,0.22415882657847364,0.25185761564133885,0.3579880669352796,0.2564555332349516,0.14638410237458546,0.1684175005371277,0.09064633380403751,0.1863628331513786,-0.052343485623872026,-0.20212577495771783,-0.287278071698199,-0.07934402872997956,-0.0331555498809822,-0.11437828752688776,-0.26846135347376576,-0.17704489909232593,0.24202510323516682,0.10425955331922736,0.06948632951479093
attribute_32,-0.06349757511398584,0.01690535523644774,-0.17162410082994342,-0.2921945212178682,-0.19190690865792875,0.12152151853674263,0.05455605297395895,-0.027434119858970717,0.14027549146082263,-0.0006963972060946943,-0.12282595254126097,-0.13393205926255525,-0.17343629447352027,-0.34122235153121294,-0.4113291819452966,-0.3973657912836115,-0.3895614734633874,-0.41517709867804964,-0.48337336468872605,-0.5089750353680782,-0.5573000275137401,-0.4058462020453888,-0.17070505723301224,-0.12356629101628398,-0.09624668330807012,0.00371401438894738,0.17834346860139538,0.3632081180360074,0.4405234609673804,0.574325980285389,0.8701341072624418,1.0,0.754051469710967,0.4720774876117093,0.2955377848208342,0.22173690784678726,0.15453244311767195,0.1926589733843033,0.11414867503174195,0.06531718035101564,0.23175679889997897,0.1328187615169266,0.1836311973617777,0.40111776634024116,0.3218040190472187,0.3163406383359309,0.3327083843249712,0.22381477705772587,0.12601680781419178,0.1316842422664499,0.08887327840175176,0.1647944359133872,-0.04598470013485902,-0.1888745524133428,-0.2013113695987876,-0.13525548504126894,-0.0798774865947404,-0.08471956893635654,-0.14821877699709898,-0.09102643626087309,0.1786315599973097,0.05375646068907776,-0.0824455083073463
attribute_33,0.06637400996550194,-0.001093533886843971,-0.14942615662305153,-0.1676385399047894,-0.2116126695015212,-0.14111545995091168,-0.18507262412013104,-0.2141256685519788,0.039503923000848824,-0.010537068802754668,-0.14800136302046063,-0.21135727237288313,-0.331343466862291,-0.44602500838074405,-0.5083368996359172,-0.5158530294304206,-0.4977658498313335,-0.451101691736094,-0.45797880190801293,-0.35890321416451954,-0.4348058101643961,-0.4124046365115445,-0.19603337865544546,-0.20393219604220458,-0.22463974224457714,-0.11095344498978073,-0.047166086219686605,0.11618938561276504,0.36132886404941944,0.5127449172020819,0.5986384407099662,0.754051469710967,1.0,0.7699531944684092,0.3994840888443845,0.3194367405404047,0.2772804084349348,0.304838028465786,0.284472151944687,0.26599393716744263,0.2671033815060559,0.2248667823514496,0.23816232510510935,0.3738532166496922,0.3601754510933771,0.36462218138421465,0.26398503464479167,0.25651112369206047,0.17357964800911896,0.11786719426598964,0.007374240207002752,0.07879039010664639,0.08828278499296582,-0.1487673051596609,-0.08480849243527566,-0.19770249410409466,-0.05056387238889365,-0.08110345299160435,-0.18200277008201965,-0.05657950583016425,0.15690289297939633,-0.1564631712483773,-0.05232111139815021
attribute_34,0.1604498071893903,0.12233995200220973,-0.05771066418135626,-0.08349657885616378,-0.18034211172808046,-0.1227586919475322,-0.15660523919735364,-0.14152991885296198,0.14968145225721483,0.06577180745026777,-0.0971469276704542,-0.22347259547824777,-0.3306780808336477,-0.3503067922449248,-0.37572566077848124,-0.36520901671212536,-0.35863035306458885,-0.29667776389482375,-0.2603232825638575,-0.08632549379646455,-0.14059072676102619,-0.3394689444290899,-0.27883859129699723,-0.2956570046121609,-0.35635575431891053,-0.2738373216520781,-0.27438530562828706,-0.10319494418538493,0.20060970851652157,0.43741712201473887,0.41854998083357786,0.4720774876117093,0.7699531944684092,1.0,0.7765426522431249,0.6000087848122506,0.5056658274392858,0.5566129435591405,0.4744998814322641,0.4849922072225132,0.3528845107506422,0.27873950159868305,0.31333545299818266,0.3174890022766617,0.31037031719443503,0.33769006908991994,0.12835115412322476,0.10202038823692687,0.021320805507102126,0.09002942982173151,-0.057525053064485354,0.02960208906041119,0.1522923366931864,-0.027359740186953082,0.04066849112952452,-0.09710573916339704,-0.0670488987309958,-0.06802406069576433,-0.2932946259820491,-0.07168933077167283,0.13743413324625808,-0.07862362592397903,0.04164890642853029
attribute_35,0.13441366663295168,0.19056747505545737,0.08817496874468517,0.0309944652628469,-0.08595947348010101,-0.026566057480914403,-0.021959650431138487,-0.05479498296147755,0.14955029565356473,0.05259441260698782,-0.14152835133241348,-0.3324107464570395,-0.3667602504114911,-0.2634183293651262,-0.23932965175716267,-0.20207786162436253,-0.17409416962871255,-0.16110453927708093,-0.2019480558391892,-0.13155063891408603,-0.11624664329297851,-0.26987236248039326,-0.26020623366026663,-0.24608791022989196,-0.2952377156145747,-0.2394913947352391,-0.22155673963659064,-0.10764194318600531,0.06615406501689218,0.3289627497439599,0.2984314199227173,0.2955377848208342,0.3994840888443845,0.7765426522431249,1.0,0.8556939475883776,0.7039480399904765,0.6654913410841223,0.4132243782084883,0.4514295357181455,0.4006878883273034,0.2812791995508642,0.2998434806262206,0.2735590814048452,0.2654083401521356,0.2757403435702192,0.07819950338130367,0.048322977407469284,0.0006105590178273308,0.07813122931791931,-0.06354783088821056,0.05101215070157704,0.09377921134647733,0.010980335484649236,-0.04537900132172805,-0.06565321120132384,-0.04717441565191195,0.014775774513387165,-0.1314037777926923,0.02018752124113728,0.0646491526509701,0.08012328372836489,-0.049464231579353875
attribute_36,0.04007384376820995,0.0429682374367077,0.0889764385155465,0.006699528637784852,-0.05859909142380606,-0.06365422986561763,-0.04825317487110603,-0.0899284676087799,0.09432391497794416,0.020881686612035294,-0.14426833346029266,-0.3203955105936957,-0.3710934108174191,-0.27799430137590175,-0.27895022331502906,-0.23782264327137728,-0.20143969433107464,-0.18078069689020548,-0.2062630990453116,-0.12783915931582415,-0.11790505937064544,-0.2280277932425198,-0.1930918189051891,-0.1422983662959532,-0.1770209843812434,-0.12728272047210196,-0.0931618691638602,-0.08282723232911549,0.021220503459470002,0.23753112270404517,0.16994580143238955,0.22173690784678726,0.3194367405404047,0.6000087848122506,0.8556939475883776,1.0,0.8916246205526598,0.7468621502384472,0.5130736679780395,0.5709616633815278,0.42435219151708503,0.2526527260036076,0.3271054340532434,0.4039529963058634,0.306354121829205,0.22201638615916539,0.07189309983920165,0.1228375003361403,0.12077568950580798,0.022834942437901216,-0.10177304575526198,-0.10023011342582741,-0.05360176455975298,-0.07619129309841306,-0.14299374927100822,-0.14060711355472544,-0.023992594978520618,-0.10790325576013825,-0.06605178607915628,0.04778250464670804,0.07240694220743973,0.11052173160928525,-0.08999861966558718
attribute_37,0.09893751574180823,0.02055749074054781,0.14228235854071433,0.07209807978106436,-0.06316378916704594,-0.15111293788159855,-0.10273288807969265,-0.10305656485211602,0.19268627390865992,0.16296831918152183,0.0030737018451976266,-0.12048609562504115,-0.2577911364826234,-0.22003332589005226,-0.20872390610258826,-0.16496292128928886,-0.0802025247179444,-0.023436331764828795,-0.02363914491891849,0.02544861698454698,-0.004832453553396741,-0.1479518160325616,-0.1758607503319737,-0.2131532798377056,-0.22581288581661374,-0.20414793939440418,-0.1448874425774891,-0.1526932658796064,-0.08289842811245639,0.16388667494374465,0.0913499626386152,0.15453244311767195,0.2772804084349348,0.5056658274392858,0.7039480399904765,0.8916246205526598,1.0,0.8628855834592828,0.5979307558418799,0.6334094111317943,0.43980865418914955,0.21804137654789707,0.2956741485786127,0.40241365738020396,0.28672078729950196,0.1772275032881432,0.08949267819870696,0.15751773388154938,0.19429070611178956,0.08854144488953189,-0.12834409267437988,-0.1269901325646913,-0.018019989461640875,-0.08073105605988877,-0.03598501201335122,-0.0013309226816490443,0.0527053780868961,-0.017747447752324466,-0.022946688180112425,0.07875463102515698,0.024943380100633857,-0.07240150255015503,-0.1497908517866646
attribute_38,0.2663011159258963,0.2067214481878192,0.20845076687270622,0.1726325214597824,0.038343811725073194,-0.04382380976715002,0.011169907166966088,0.03235217351421046,0.3385204257974298,0.2990536763346348,0.11304908351188153,-0.010285916486511434,-0.1438997085581381,-0.14858475965412074,-0.11231016775605343,-0.10931060078798735,-0.08749697375554713,-0.022355490068652128,0.043394846077202974,0.15220221184133254,0.10516732601616914,-0.21201270451142257,-0.30842945671520716,-0.34130441235775966,-0.3816800592243468,-0.36830928903060317,-0.3140921667038684,-0.20935417629076347,-0.12909612544824242,0.15614965567937455,0.09857554477302083,0.1926589733843033,0.304838028465786,0.5566129435591405,0.6654913410841223,0.7468621502384472,0.8628855834592828,1.0,0.8362386995692215,0.7204291156525702,0.44832760412334655,0.2527390994779312,0.34342878026706525,0.4141130593854651,0.32886241925164894,0.2255920146236276,0.08992327524064977,0.1527156238199298,0.17560064046624987,0.21787188407871388,-0.02054042325475715,0.0602042944939308,0.15890731027711166,0.09107039231309678,0.14851472844459856,0.07277233118171682,0.10817569102612579,0.049831797600533294,-0.01281735833700111,0.07461061815921953,-0.014550112355870996,-0.0008684597289162292,-0.05608444062328807
attribute_39,0.3242381445335272,0.277406551522814,0.1979521135937839,0.1737570710111677,0.11152607173940472,0.02468259773470827,0.06623233033118411,0.13752173970685763,0.3961228726524093,0.4113860491893204,0.28718285081619327,0.13730366635404317,0.018229918845864494,-0.08553518940602989,-0.09163119802678228,-0.10552762379800325,-0.1697642473861965,-0.1080522319888851,0.04038994057424333,0.21107577923577084,0.1422037185410754,-0.23516914463053146,-0.3448732624537644,-0.3488620776030784,-0.372075024390107,-0.3167314233626575,-0.29223510567878797,-0.2105921962724348,-0.15367848648090546,0.03305253680885103,-0.017872549711307754,0.11414867503174195,0.284472151944687,0.4744998814322641,0.4132243782084883,0.5130736679780395,0.5979307558418799,0.8362386995692215,1.0,0.8422683951296495,0.3528541529597624,0.21898858697527704,0.4000781874701459,0.45356273402216574,0.3646447746891806,0.2324994408680848,0.12728793586195244,0.2301394423065889,0.23810203121027268,0.24550931932094686,0.0817766082371076,0.047781457475170146,0.166209540070239,0.18365101775198445,0.24495699205300886,0.034073427480719724,0.154745256167039,0.11500872508612933,0.016151994708936128,0.08068509131509963,-0.06534324133953738,0.07792336982601133,0.01905864057424544
attribute_40,0.26739621095598637,0.22960967073289668,0.2610532392691417,0.17205011200927017,0.1104964141150149,0.010717432144689417,0.05684362172146718,0.15875001161249344,0.3585334829012485,0.3044108634335587,0.21571312179407143,0.09672910041998635,-0.0030128971824942225,-0.034242614998378836,-0.05602811617678847,-0.06741613035162242,-0.1435901403513561,-0.0930313130763645,0.010774044062196626,0.13719313260994634,0.06144839824022481,-0.2405143518119088,-0.31113352701348745,-0.2814261967013838,-0.31214426733194456,-0.29033880257247835,-0.3038528226477506,-0.3080347218039706,-0.23123497490866116,0.028612140137607947,0.00018964916397731622,0.06531718035101564,0.26599393716744263,0.4849922072225132,0.4514295357181455,0.5709616633815278,0.6334094111317943,0.7204291156525702,0.8422683951296495,1.0,0.6128458665904734,0.40371683690197985,0.4873890167631816,0.4789601434132037,0.3915782846799467,0.305832215847209,0.24230882954558866,0.2835455035105592,0.25247005885506635,0.18853550104128686,0.05117399688911766,0.07324937384264739,0.21481759192465263,0.08153318609656228,0.1811007271646588,0.101371188846079,0.2117408062066255,0.146067710544193,0.12501132336949067,0.19856309556691512,-0.10993168564349508,0.11749494499611798,0.052220685350706536
attribute_41,0.18679704799021477,0.303607218264578,0.3090731416974856,0.188203945220605,0.10999897840776483,-0.021026016755760338,-0.0611883087052566,0.07121169042103742,0.1465636921709712,-0.0143003004399502,-0.09686571608223694,-0.02602066345554872,-0.07971873118553523,-0.09618247841462808,-0.09573497869911549,-0.07677797160888265,-0.11928946498860478,-0.1616949532690138,-0.11191806766966375,-0.13050777963704835,-0.1954306818835097,-0.26752379057980463,-0.24927993217512426,-0.2395943961171453,-0.3078399471424957,-0.3705503149662596,-0.3121357077777793,-0.18567795031097867,-0.04027957898928161,0.2201819821776014,0.25210843659569543,0.23175679889997897,0.2671033815060559,0.3528845107506422,0.4006878883273034,0.42435219151708503,0.43980865418914955,0.44832760412334655,0.3528541529597624,0.6128458665904734,1.0,0.8019982476393156,0.5915018697494977,0.4790955324617333,0.4618047556770896,0.5390204408847702,0.5356641116313711,0.388508228753005,0.33855578449499835,0.34204903233958467,0.35495305364644497,0.46047399338108586,0.3770646466207127,0.10493016712071429,0.09396761965586788,0.1885511847686922,0.27150143556615974,0.23912368237754436,0.22183441122930872,0.2618597274048572,-0.17209513276338198,0.03567708499908538,-0.03496001054425658
attribute_42,0.1991094230149698,0.3918255439124457,0.38329711761758645,0.2900070741098311,0.20174032590981486,-0.019547178273530436,-0.12183561082604277,0.08733921424632841,0.10179645956173995,-0.001276720573630309,-0.020048378755088376,0.07744257504404099,0.08687722068340724,0.039872891248263466,-0.02967412296712423,-0.01247486317433758,-0.04760514369941495,-0.10797162539519974,-0.033529830836807654,-0.06234664732961096,-0.13482248065877947,-0.18315260816878506,-0.17165759907974565,-0.21948629560185434,-0.32332120359273797,-0.34504458331764704,-0.2780295401925808,-0.15651868213230283,-0.014001758801972871,0.12321758189546823,0.13814368060186474,0.1328187615169266,0.2248667823514496,0.27873950159868305,0.2812791995508642,0.2526527260036076,0.21804137654789707,0.2527390994779312,0.21898858697527704,0.40371683690197985,0.8019982476393156,1.0,0.8318171830815256,0.5783302356975014,0.5743259854529092,0.5851087748530623,0.5566665767630602,0.49352641294728833,0.42997163368092156,0.39689088394811795,0.5295141706102792,0.6010718267207709,0.49850277016763456,0.3014855192256143,0.11666683116234872,0.09057351656941039,0.11463098766747316,0.20921109644731,0.18982073761184726,0.17758119978362674,-0.2175132904506805,-0.08446937428850769,-0.07893710349253918
attribute_43,0.17071690750727625,0.38664262180031195,0.2726048935734574,0.2265104473907834,0.15622024528845194,-0.0021394083013261374,-0.07952133833925992,0.13351600657757678,0.2309327011841547,0.17266297967539387,0.1734595540096588,0.22409014595289548,0.19203932817255676,0.028574543408950995,-0.11601591581433375,-0.0812876186192511,-0.12409516616174535,-0.20376784705872514,-0.13704043051068784,-0.11824579482474167,-0.1416914903443117,-0.18245754049265428,-0.15351204318943446,-0.16688003758550457,-0.22394996001652778,-0.1981432200705675,-0.1104987947827103,0.03026743522914792,0.0877233218466852,0.1442307679533165,0.13444100929142191,0.1836311973617777,0.23816232510510935,0.31333545299818266,0.2998434806262206,0.3271054340532434,0.2956741485786127,0.34342878026706525,0.4000781874701459,0.4873890167631816,0.5915018697494977,0.8318171830815256,1.0,0.8116677877694524,0.7082214482310665,0.6252922601691879,0.5772417981509278,0.5790810617375346,0.5258267325973259,0.43103958803656267,0.509233072166007,0.4482728189447282,0.44534736826961185,0.34634199441243946,0.049433078924596585,0.05062111006571316,0.017983458219121465,0.12925102988558726,0.12681211685613972,0.12255072420172258,-0.20255720747910871,-0.02705589828856647,-0.047098687766699204
attribute_44,0.10365074162938864,0.282576597756725,0.13540096887415196,0.03876404863196373,-0.022925114200591887,-0.016788039614714208,0.008367049054219972,0.10798027127287205,0.3684192608547177,0.2823561358819952,0.20159480049441783,0.15233269753480286,0.08831074009922076,-0.12373935038311991,-0.2753218403372649,-0.22422953167990667,-0.23542003876910633,-0.300098716101286,-0.24617275168529756,-0.18781506240895948,-0.1759417128236987,-0.20794875339397131,-0.16745609520478955,-0.15541065878548624,-0.14831385094926836,-0.05182587244234709,0.06833442176056938,0.22830336589129369,0.23538529712708095,0.2772887963522154,0.26677976647794116,0.40111776634024116,0.3738532166496922,0.3174890022766617,0.2735590814048452,0.4039529963058634,0.40241365738020396,0.4141130593854651,0.45356273402216574,0.4789601434132037,0.4790955324617333,0.5783302356975014,0.8116677877694524,1.0,0.8584086066006744,0.6674248737975245,0.6261596054511238,0.5812077979122887,0.5334527650644943,0.3771165684608961,0.36408572995707006,0.3380830081357151,0.2706404461841349,0.10334334223344929,-0.0734404287709899,0.003625221262199632,0.06074908459883705,-0.005869678468173001,-0.001508502445947217,0.030461112439120166,-0.207264395142218,-0.011579133552425111,-0.08227827310087195
